Match,Time,Result,Player,Team,Opponent,X ball,Y ball,X player,Y player,Game State,Crossed?,Not from Cross,Indirectly from Cross,Directly from Cross
Match 47,37:45,Off Target,Romeo Fernandes,FC Goa,Atlético de Kolkata,1.0,27.0,17.0,22.0,-1,Not from Cross,1,0,0
Match 47,38:43,Off Target,Joffre Gonzalez,FC Goa,Atlético de Kolkata,2.0,38.0,28.0,27.0,-1,Not from Cross,1,0,0
Match 47,41:17,Off Target,Hélder Postiga,Atlético de Kolkata,FC Goa,5.0,35.0,15.0,40.0,1,Not from Cross,1,0,0
Match 47,49:48,Off Target,Hélder Postiga,Atlético de Kolkata,FC Goa,1.0,33.0,16.0,18.0,1,Not from Cross,1,0,0
Match 47,52:0,Off Target,Hélder Postiga,Atlético de Kolkata,FC Goa,1.0,32.0,17.0,28.0,1,Not from Cross,1,0,0
Match 47,55:48,On Target,Hélder Postiga,Atlético de Kolkata,FC Goa,2.0,30.0,25.0,20.0,1,Not from Cross,1,0,0
Match 47,62:26,Off Target,Stephen Pearson,Atlético de Kolkata,FC Goa,1.0,27.0,6.0,31.0,1,Not from Cross,1,0,0
Match 47,66:16,Off Target,Keenan Almeida,FC Goa,Atlético de Kolkata,5.0,47.0,30.0,19.0,-1,Not from Cross,1,0,0
Match 47,68:18,Off Target,Romeo Fernandes,FC Goa,Atlético de Kolkata,4.0,44.0,27.0,24.0,-1,Not from Cross,1,0,0
Match 47,70:39,On Target,Robin Singh,FC Goa,Atlético de Kolkata,5.0,36.0,11.0,35.0,-1,Indirectly from Cross,0,1,0
Match 47,72:12,Off Target,Borja Fernández,Atlético de Kolkata,FC Goa,1.0,25.0,27.0,35.0,1,Not from Cross,1,0,0
Match 47,73:57,Off Target,Rafael Luiz,FC Goa,Atlético de Kolkata,4.0,41.0,14.0,29.0,-1,Not from Cross,1,0,0
Match 47,74:56,Off Target,Rafael Luiz,FC Goa,Atlético de Kolkata,3.0,41.0,16.0,29.0,-1,Indirectly from Cross,0,1,0
Match 47,80:8,On Target,Mandar Dessai,FC Goa,Atlético de Kolkata,4.0,35.0,27.0,50.0,-1,Not from Cross,1,0,0
Match 47,80:8,Goal,Mandar Dessai,FC Goa,Atlético de Kolkata,4.0,35.0,27.0,50.0,0,Not from Cross,1,0,0
Match 47,83:22,Off Target,Joffre Gonzalez,FC Goa,Atlético de Kolkata,3.0,37.0,29.0,46.0,0,Not from Cross,1,0,0
Match 47,85:48,Off Target,Raju Gaikwad,FC Goa,Atlético de Kolkata,2.0,39.0,34.0,16.0,0,Not from Cross,1,0,0
Match 47,87:21,On Target,Stephen Pearson,Atlético de Kolkata,FC Goa,2.0,35.0,17.0,26.0,0,Directly from Cross,0,0,1
Match 47,90:22,On Target,Rafael Dumas,FC Goa,Atlético de Kolkata,5.0,38.0,34.0,40.0,0,Not from Cross,1,0,0
Match 47,91:0,Off Target,Sameehg Doutie,Atlético de Kolkata,FC Goa,2.0,34.0,14.0,23.0,0,Not from Cross,1,0,0
Match 47,91:0,On Target,Stephen Pearson,Atlético de Kolkata,FC Goa,1.0,32.0,16.0,32.0,0,Directly from Cross,0,0,1
Match 47,91:0,Goal,Stephen Pearson,Atlético de Kolkata,FC Goa,1.0,32.0,16.0,32.0,1,Directly from Cross,0,0,1
Match 48,7:5,Off Target,CK Vineeth,Kerala Blasters FC,FC Pune City,6.0,46.0,18.0,40.0,0,Indirectly from Cross,0,1,0
Match 48,7:38,On Target,Duckens Nazon,Kerala Blasters FC,FC Pune City,5.0,35.0,16.0,44.0,0,Not from Cross,1,0,0
Match 48,7:38,Goal,Duckens Nazon,Kerala Blasters FC,FC Pune City,6.0,34.0,16.0,46.0,1,Not from Cross,1,0,0
Match 48,10:25,Off Target,Mohammed Rafi,Kerala Blasters FC,FC Pune City,5.0,29.0,24.0,28.0,1,Not from Cross,1,0,0
Match 48,18:12,Off Target,Jonatan Lucca,FC Pune City,Kerala Blasters FC,2.0,23.0,31.0,24.0,-1,Indirectly from Cross,0,1,0
Match 48,25:49,Off Target,Anibal Rodriguez,FC Pune City,Kerala Blasters FC,2.0,41.0,30.0,22.0,-1,Not from Cross,1,0,0
Match 48,30:1,Off Target,Josu Currais,Kerala Blasters FC,FC Pune City,3.0,41.0,34.0,44.0,1,Not from Cross,1,0,0
Match 48,32:55,Off Target,CK Vineeth,Kerala Blasters FC,FC Pune City,4.0,46.0,10.0,45.0,1,Indirectly from Cross,0,1,0
Match 48,34:44,Off Target,Duckens Nazon,Kerala Blasters FC,FC Pune City,5.0,31.0,9.0,26.0,1,Not from Cross,1,0,0
Match 48,37:26,Off Target,Arata Izumi,FC Pune City,Kerala Blasters FC,0.0,33.0,7.0,32.0,-1,Not from Cross,1,0,0
Match 48,38:26,On Target,Mohammed Rafi,Kerala Blasters FC,FC Pune City,7.0,32.0,12.0,27.0,1,Not from Cross,1,0,0
Match 48,41:58,Off Target,Arata Izumi,FC Pune City,Kerala Blasters FC,3.0,40.0,3.0,36.0,-1,Directly from Cross,0,0,1
Match 48,43:6,On Target,CK Vineeth,Kerala Blasters FC,FC Pune City,13.0,42.0,20.0,47.0,1,Not from Cross,1,0,0
Match 48,54:41,On Target,Kervens Belfort,Kerala Blasters FC,FC Pune City,5.0,33.0,21.0,33.0,1,Not from Cross,1,0,0
Match 48,56:44,On Target,Mohammed Rafi,Kerala Blasters FC,FC Pune City,6.0,29.0,13.0,21.0,1,Not from Cross,1,0,0
Match 48,57:33,On Target,Aaron Hughes,Kerala Blasters FC,FC Pune City,2.0,31.0,5.0,31.0,1,Indirectly from Cross,0,1,0
Match 48,57:33,Goal,Aaron Hughes,Kerala Blasters FC,FC Pune City,2.0,31.0,5.0,31.0,2,Indirectly from Cross,0,1,0
Match 48,64:52,Off Target,Josu Currais,Kerala Blasters FC,FC Pune City,2.0,39.0,23.0,40.0,2,Not from Cross,1,0,0
Match 48,67:3,On Target,Antonio German,Kerala Blasters FC,FC Pune City,3.0,30.0,25.0,34.0,2,Not from Cross,1,0,0
Match 48,67:57,Off Target,Kervens Belfort,Kerala Blasters FC,FC Pune City,3.0,25.0,10.0,30.0,2,Not from Cross,1,0,0
Match 48,68:25,Off Target,Pitu,FC Pune City,Kerala Blasters FC,2.0,40.0,24.0,38.0,-2,Not from Cross,1,0,0
Match 48,71:22,On Target,Antonio German,Kerala Blasters FC,FC Pune City,8.0,28.0,13.0,27.0,2,Not from Cross,1,0,0
Match 48,74:39,Off Target,Mohamed Sissoko,FC Pune City,Kerala Blasters FC,5.0,29.0,27.0,49.0,-2,Not from Cross,1,0,0
Match 48,76:46,Off Target,CK Vineeth,Kerala Blasters FC,FC Pune City,3.0,24.0,13.0,27.0,2,Not from Cross,1,0,0
Match 48,83:31,Off Target,Mohamed Sissoko,FC Pune City,Kerala Blasters FC,5.0,30.0,16.0,33.0,-2,Indirectly from Cross,0,1,0
Match 48,85:7,On Target,Dramane Traore,FC Pune City,Kerala Blasters FC,8.0,37.0,16.0,34.0,-2,Not from Cross,1,0,0
Match 48,93:0,Goal,Anibal Rodriguez,FC Pune City,Kerala Blasters FC,5.0,35.0,24.0,41.0,-1,Not from Cross,1,0,0
Match 48,94:0,On Target,Anibal Rodriguez,FC Pune City,Kerala Blasters FC,5.0,35.0,24.0,41.0,-1,Not from Cross,1,0,0
Match 49,2:40,Off Target,Hans Mulder,Chennaiyin FC,NorthEast United FC,0.0,24.0,29.0,29.0,0,Not from Cross,1,0,0
Match 49,5:49,Off Target,Fanai Lalrempuia,NorthEast United FC,Chennaiyin FC,4.0,44.0,30.0,42.0,0,Not from Cross,1,0,0
Match 49,6:28,Off Target,Davide Succi,Chennaiyin FC,NorthEast United FC,1.0,39.0,17.0,18.0,0,Not from Cross,1,0,0
Match 49,10:54,Off Target,Seityasen Singh,NorthEast United FC,Chennaiyin FC,3.0,35.0,32.0,38.0,0,Not from Cross,1,0,0
Match 49,13:29,On Target,John Riise,Chennaiyin FC,NorthEast United FC,2.0,30.0,31.0,37.0,0,Not from Cross,1,0,0
Match 49,19:54,Off Target,Nicolas Velez,NorthEast United FC,Chennaiyin FC,4.0,30.0,24.0,51.0,0,Not from Cross,1,0,0
Match 49,22:39,On Target,Koffi N'dri,NorthEast United FC,Chennaiyin FC,6.0,40.0,32.0,28.0,0,Not from Cross,1,0,0
Match 49,26:23,On Target,Emiliano Alfaro,NorthEast United FC,Chennaiyin FC,4.0,38.0,13.0,38.0,0,Not from Cross,1,0,0
Match 49,27:2,On Target,Emiliano Alfaro,NorthEast United FC,Chennaiyin FC,6.0,39.0,16.0,41.0,0,Not from Cross,1,0,0
Match 49,32:13,Off Target,Raphael Augusto,Chennaiyin FC,NorthEast United FC,0.0,38.0,25.0,39.0,0,Not from Cross,1,0,0
Match 49,34:13,On Target,MacPherlin Omagbemi,Chennaiyin FC,NorthEast United FC,1.0,33.0,3.0,29.0,0,Not from Cross,1,0,0
Match 49,34:13,Goal,MacPherlin Omagbemi,Chennaiyin FC,NorthEast United FC,1.0,33.0,4.0,29.0,1,Not from Cross,1,0,0
Match 49,38:32,On Target,Nicolas Velez,NorthEast United FC,Chennaiyin FC,4.0,41.0,20.0,32.0,-1,Not from Cross,1,0,0
Match 49,38:32,Goal,Nicolas Velez,NorthEast United FC,Chennaiyin FC,4.0,41.0,19.0,33.0,0,Not from Cross,1,0,0
Match 49,40:49,On Target,Davide Succi,Chennaiyin FC,NorthEast United FC,2.0,32.0,11.0,31.0,0,Directly from Cross,0,0,1
Match 49,45:0,Off Target,Nicolas Velez,NorthEast United FC,Chennaiyin FC,4.0,24.0,13.0,27.0,0,Directly from Cross,0,0,1
Match 49,45:0,Goal,MacPherlin Omagbemi,Chennaiyin FC,NorthEast United FC,1.0,32.0,7.0,35.0,1,Directly from Cross,0,0,1
Match 49,45:0,On Target,MacPherlin Omagbemi,Chennaiyin FC,NorthEast United FC,1.0,33.0,8.0,35.0,1,Directly from Cross,0,0,1
Match 49,48:55,On Target,Hans Mulder,Chennaiyin FC,NorthEast United FC,6.0,37.0,28.0,52.0,1,Not from Cross,1,0,0
Match 49,51:50,On Target,Nicolas Velez,NorthEast United FC,Chennaiyin FC,2.0,30.0,27.0,31.0,-1,Indirectly from Cross,0,1,0
Match 49,51:50,Goal,Nicolas Velez,NorthEast United FC,Chennaiyin FC,1.0,30.0,27.0,34.0,0,Indirectly from Cross,0,1,0
Match 49,56:10,Off Target,Davide Succi,Chennaiyin FC,NorthEast United FC,3.0,44.0,33.0,36.0,0,Not from Cross,1,0,0
Match 49,58:21,Off Target,Eli Sabiá,Chennaiyin FC,NorthEast United FC,2.0,39.0,13.0,38.0,0,Not from Cross,1,0,0
Match 49,70:45,Off Target,Davide Succi,Chennaiyin FC,NorthEast United FC,3.0,38.0,18.0,30.0,0,Not from Cross,1,0,0
Match 49,81:32,On Target,MacPherlin Omagbemi,Chennaiyin FC,NorthEast United FC,3.0,38.0,11.0,34.0,0,Not from Cross,1,0,0
Match 49,81:32,Goal,MacPherlin Omagbemi,Chennaiyin FC,NorthEast United FC,4.0,38.0,11.0,34.0,1,Not from Cross,1,0,0
Match 49,83:24,Off Target,Bernard Mendy,Chennaiyin FC,NorthEast United FC,4.0,29.0,58.0,11.0,1,Not from Cross,1,0,0
Match 49,95:0,On Target,Nicolas Velez,NorthEast United FC,Chennaiyin FC,3.0,34.0,12.0,44.0,-1,Directly from Cross,0,0,1
Match 49,95:0,On Target,Shouvik Ghosh,NorthEast United FC,Chennaiyin FC,1.0,33.0,8.0,31.0,-1,Directly from Cross,0,0,1
Match 49,95:0,Goal,Shouvik Ghosh,NorthEast United FC,Chennaiyin FC,1.0,32.0,8.0,31.0,0,Directly from Cross,0,0,1
Match 50,8:22,On Target,Richard Gadze,Delhi Dynamos FC,FC Goa,10.0,38.0,12.0,40.0,0,Not from Cross,1,0,0
Match 50,9:41,Off Target,Marcelo Pereira,Delhi Dynamos FC,FC Goa,4.0,31.0,10.0,30.0,0,Not from Cross,1,0,0
Match 50,16:55,Off Target,Florent Malouda,Delhi Dynamos FC,FC Goa,3.0,38.0,34.0,38.0,0,Not from Cross,1,0,0
Match 50,20:34,On Target,Marcelo Pereira,Delhi Dynamos FC,FC Goa,6.0,39.0,32.0,48.0,0,Not from Cross,1,0,0
Match 50,21:39,Off Target,Sahil Tavora,FC Goa,Delhi Dynamos FC,1.0,28.0,22.0,25.0,0,Not from Cross,1,0,0
Match 50,31:40,On Target,Julio Cesar,FC Goa,Delhi Dynamos FC,3.0,35.0,5.0,41.0,0,Not from Cross,1,0,0
Match 50,31:45,On Target,Fulganco Cardozo,FC Goa,Delhi Dynamos FC,1.0,34.0,5.0,36.0,0,Not from Cross,1,0,0
Match 50,31:45,Goal,Fulganco Cardozo,FC Goa,Delhi Dynamos FC,1.0,34.0,5.0,36.0,1,Not from Cross,1,0,0
Match 50,33:8,On Target,Richard Gadze,Delhi Dynamos FC,FC Goa,6.0,41.0,31.0,38.0,-1,Not from Cross,1,0,0
Match 50,33:45,On Target,Marcelo Pereira,Delhi Dynamos FC,FC Goa,6.0,38.0,32.0,31.0,-1,Not from Cross,1,0,0
Match 50,35:9,On Target,Marcelo Pereira,Delhi Dynamos FC,FC Goa,11.0,37.0,14.0,39.0,-1,Not from Cross,1,0,0
Match 50,38:7,On Target,Marcelo Pereira,Delhi Dynamos FC,FC Goa,5.0,38.0,11.0,46.0,-1,Not from Cross,1,0,0
Match 50,38:7,Goal,Marcelo Pereira,Delhi Dynamos FC,FC Goa,5.0,38.0,11.0,46.0,0,Not from Cross,1,0,0
Match 50,45:0,On Target,Kean Lewis,Delhi Dynamos FC,FC Goa,11.0,40.0,21.0,43.0,0,Directly from Cross,0,0,1
Match 50,48:53,On Target,Marcelo Pereira,Delhi Dynamos FC,FC Goa,2.0,34.0,24.0,25.0,0,Not from Cross,1,0,0
Match 50,49:2,Goal,Marcelo Pereira,Delhi Dynamos FC,FC Goa,2.0,34.0,24.0,25.0,1,Not from Cross,1,0,0
Match 50,51:51,On Target,Richard Gadze,Delhi Dynamos FC,FC Goa,2.0,35.0,10.0,24.0,1,Not from Cross,1,0,0
Match 50,51:51,Goal,Richard Gadze,Delhi Dynamos FC,FC Goa,2.0,35.0,10.0,24.0,2,Not from Cross,1,0,0
Match 50,53:30,Off Target,Luciano Sobrosa,FC Goa,Delhi Dynamos FC,5.0,43.0,18.0,44.0,-2,Not from Cross,1,0,0
Match 50,55:44,On Target,Kean Lewis,Delhi Dynamos FC,FC Goa,4.0,35.0,23.0,25.0,2,Not from Cross,1,0,0
Match 50,56:10,On Target,Marcelo Pereira,Delhi Dynamos FC,FC Goa,1.0,36.0,9.0,25.0,2,Not from Cross,1,0,0
Match 50,56:10,Goal,Marcelo Pereira,Delhi Dynamos FC,FC Goa,1.0,36.0,9.0,25.0,3,Not from Cross,1,0,0
Match 50,57:57,On Target,Richard Gadze,Delhi Dynamos FC,FC Goa,2.0,33.0,7.0,27.0,3,Not from Cross,1,0,0
Match 50,58:3,Goal,Richard Gadze,Delhi Dynamos FC,FC Goa,2.0,33.0,7.0,27.0,4,Not from Cross,1,0,0
Match 50,61:15,Off Target,Julio Cesar,FC Goa,Delhi Dynamos FC,5.0,32.0,34.0,49.0,-4,Not from Cross,1,0,0
Match 50,70:27,Off Target,Badara Badji,Delhi Dynamos FC,FC Goa,1.0,28.0,24.0,25.0,4,Not from Cross,1,0,0
Match 50,80:19,Off Target,Julio Cesar,FC Goa,Delhi Dynamos FC,5.0,43.0,31.0,44.0,-4,Not from Cross,1,0,0
Match 50,84:36,On Target,Fulganco Cardozo,FC Goa,Delhi Dynamos FC,7.0,41.0,11.0,49.0,-4,Not from Cross,1,0,0
Match 50,86:13,Off Target,Kean Lewis,Delhi Dynamos FC,FC Goa,2.0,39.0,9.0,23.0,4,Not from Cross,1,0,0
Match 50,88:52,Off Target,Sahil Tavora,FC Goa,Delhi Dynamos FC,5.0,45.0,31.0,30.0,-4,Not from Cross,1,0,0
Match 50,93:0,On Target,Bruno Pelissari,Delhi Dynamos FC,FC Goa,2.0,35.0,17.0,39.0,4,Not from Cross,1,0,0
Match 51,6:24,On Target,Sandesh Jhingan,Kerala Blasters FC,Atlético de Kolkata,4.0,31.0,10.0,28.0,0,Not from Cross,1,0,0
Match 51,8:49,On Target,CK Vineeth,Kerala Blasters FC,Atlético de Kolkata,3.0,33.0,9.0,29.0,0,Not from Cross,1,0,0
Match 51,8:49,Goal,CK Vineeth,Kerala Blasters FC,Atlético de Kolkata,3.0,33.0,9.0,29.0,1,Not from Cross,1,0,0
Match 51,17:50,Off Target,Hélder Postiga,Atlético de Kolkata,Kerala Blasters FC,5.0,45.0,29.0,27.0,-1,Not from Cross,1,0,0
Match 51,18:46,On Target,Stephen Pearson,Atlético de Kolkata,Kerala Blasters FC,5.0,39.0,14.0,44.0,-1,Not from Cross,1,0,0
Match 51,18:46,Goal,Stephen Pearson,Atlético de Kolkata,Kerala Blasters FC,5.0,39.0,15.0,43.0,0,Not from Cross,1,0,0
Match 51,27:20,On Target,Kervens Belfort,Kerala Blasters FC,Atlético de Kolkata,4.0,30.0,24.0,40.0,0,Not from Cross,1,0,0
Match 51,41:58,Off Target,Hélder Postiga,Atlético de Kolkata,Kerala Blasters FC,5.0,30.0,14.0,40.0,0,Not from Cross,1,0,0
Match 51,44:9,Off Target,Mohammed Rafi,Kerala Blasters FC,Atlético de Kolkata,0.0,37.0,11.0,31.0,0,Not from Cross,1,0,0
Match 51,45:0,Off Target,Elhadji Ndoye,Kerala Blasters FC,Atlético de Kolkata,2.0,40.0,11.0,29.0,0,Not from Cross,1,0,0
Match 51,65:10,Off Target,Cedric Hengbart,Kerala Blasters FC,Atlético de Kolkata,3.0,34.0,11.0,44.0,0,Not from Cross,1,0,0
Match 51,66:26,On Target,Kervens Belfort,Kerala Blasters FC,Atlético de Kolkata,8.0,38.0,25.0,38.0,0,Not from Cross,1,0,0
Match 51,75:13,Off Target,Mohammed Rafi,Kerala Blasters FC,Atlético de Kolkata,5.0,29.0,11.0,43.0,0,Not from Cross,1,0,0
Match 51,77:43,On Target,Mohammed Rafi,Kerala Blasters FC,Atlético de Kolkata,6.0,36.0,11.0,34.0,0,Not from Cross,1,0,0
Match 51,78:8,Off Target,Kervens Belfort,Kerala Blasters FC,Atlético de Kolkata,5.0,32.0,19.0,47.0,0,Not from Cross,1,0,0
Match 51,80:27,Off Target,Mehtab Hossain,Kerala Blasters FC,Atlético de Kolkata,3.0,39.0,27.0,40.0,0,Not from Cross,1,0,0
Match 51,82:1,Off Target,Stephen Pearson,Atlético de Kolkata,Kerala Blasters FC,3.0,25.0,16.0,24.0,0,Not from Cross,1,0,0
Match 51,87:29,On Target,Mohammed Rafi,Kerala Blasters FC,Atlético de Kolkata,7.0,40.0,29.0,43.0,0,Not from Cross,1,0,0
Match 51,89:12,Off Target,Hélder Postiga,Atlético de Kolkata,Kerala Blasters FC,3.0,19.0,24.0,19.0,0,Not from Cross,1,0,0
Match 52,3:9,Off Target,Richard Gadze,Delhi Dynamos FC,NorthEast United FC,5.0,43.0,21.0,38.0,0,Not from Cross,1,0,0
Match 52,17:30,Off Target,Marcelo Pereira,Delhi Dynamos FC,NorthEast United FC,5.0,48.0,11.0,23.0,0,Not from Cross,1,0,0
Match 52,18:28,On Target,Emiliano Alfaro,NorthEast United FC,Delhi Dynamos FC,5.0,36.0,12.0,38.0,0,Not from Cross,1,0,0
Match 52,26:26,Off Target,Robert Cullen,NorthEast United FC,Delhi Dynamos FC,2.0,23.0,17.0,38.0,0,Not from Cross,1,0,0
Match 52,33:31,On Target,Richard Gadze,Delhi Dynamos FC,NorthEast United FC,7.0,34.0,10.0,21.0,0,Not from Cross,1,0,0
Match 52,37:40,On Target,Seityasen Singh,NorthEast United FC,Delhi Dynamos FC,6.0,35.0,25.0,33.0,0,Not from Cross,1,0,0
Match 52,39:43,Off Target,Kean Lewis,Delhi Dynamos FC,NorthEast United FC,6.0,29.0,16.0,52.0,0,Not from Cross,1,0,0
Match 52,60:49,On Target,Seityasen Singh,NorthEast United FC,Delhi Dynamos FC,5.0,41.0,8.0,28.0,0,Not from Cross,1,0,0
Match 52,60:49,Goal,Seityasen Singh,NorthEast United FC,Delhi Dynamos FC,5.0,40.0,7.0,28.0,1,Not from Cross,1,0,0
Match 52,70:15,Off Target,Rowllin Borges,NorthEast United FC,Delhi Dynamos FC,4.0,32.0,11.0,36.0,1,Not from Cross,1,0,0
Match 52,71:58,On Target,Koffi N'dri,NorthEast United FC,Delhi Dynamos FC,6.0,38.0,16.0,45.0,1,Not from Cross,1,0,0
Match 52,71:58,Goal,Koffi N'dri,NorthEast United FC,Delhi Dynamos FC,5.0,38.0,17.0,46.0,2,Not from Cross,1,0,0
Match 52,81:39,On Target,Bruno Pelissari,Delhi Dynamos FC,NorthEast United FC,5.0,29.0,21.0,15.0,-2,Not from Cross,1,0,0
Match 52,82:52,On Target,Koffi N'dri,NorthEast United FC,Delhi Dynamos FC,8.0,34.0,39.0,22.0,2,Not from Cross,1,0,0
Match 52,84:53,Off Target,Katsumi Yusa,NorthEast United FC,Delhi Dynamos FC,5.0,44.0,16.0,40.0,2,Not from Cross,1,0,0
Match 52,85:52,On Target,Rubén Rocha,Delhi Dynamos FC,NorthEast United FC,5.0,30.0,21.0,18.0,-2,Not from Cross,1,0,0
Match 52,86:17,Off Target,Marcelo Pereira,Delhi Dynamos FC,NorthEast United FC,0.0,30.0,22.0,20.0,-2,Not from Cross,1,0,0
Match 52,91:0,Off Target,Souvik C'kraborty,Delhi Dynamos FC,NorthEast United FC,2.0,24.0,22.0,47.0,-2,Not from Cross,1,0,0
Match 52,92:0,Off Target,Emiliano Alfaro,NorthEast United FC,Delhi Dynamos FC,7.0,32.0,11.0,35.0,2,Directly from Cross,0,0,1
Match 52,92:0,On Target,Marcelo Pereira,Delhi Dynamos FC,NorthEast United FC,2.0,29.0,10.0,25.0,-2,Directly from Cross,0,0,1
Match 52,92:0,Goal,Marcelo Pereira,Delhi Dynamos FC,NorthEast United FC,2.0,30.0,10.0,24.0,-1,Directly from Cross,0,0,1
Match 53,4:30,On Target,Jerry L'rinzuala,Chennaiyin FC,FC Goa,NaN,NaN,NaN,NaN,0,Not from Cross,1,0,0
Match 53,4:30,Goal,Jerry L'rinzuala,Chennaiyin FC,FC Goa,5.0,35.0,27.0,32.0,1,Not from Cross,1,0,0
Match 53,6:3,On Target,Rafael Luiz,FC Goa,Chennaiyin FC,2.0,30.0,14.0,33.0,-1,Not from Cross,1,0,0
Match 53,6:3,Goal,Rafael Luiz,FC Goa,Chennaiyin FC,3.0,30.0,13.0,33.0,0,Not from Cross,1,0,0
Match 53,9:57,Off Target,MacPherlin Omagbemi,Chennaiyin FC,FC Goa,6.0,34.0,24.0,37.0,0,Not from Cross,1,0,0
Match 53,13:46,On Target,Thoi Singh,Chennaiyin FC,FC Goa,7.0,37.0,12.0,24.0,0,Not from Cross,1,0,0
Match 53,14:17,Off Target,Anrirudh Thapa,Chennaiyin FC,FC Goa,5.0,41.0,8.0,44.0,1,Not from Cross,1,0,0
Match 53,15:19,Off Target,Siam Hanghal,Chennaiyin FC,FC Goa,6.0,43.0,19.0,46.0,1,Not from Cross,1,0,0
Match 53,21:46,On Target,Joffre Gonzalez,FC Goa,Chennaiyin FC,3.0,30.0,14.0,33.0,-1,Not from Cross,1,0,0
Match 53,28:56,On Target,MacPherlin Omagbemi,Chennaiyin FC,FC Goa,5.0,38.0,15.0,46.0,0,Not from Cross,1,0,0
Match 53,28:56,Goal,MacPherlin Omagbemi,Chennaiyin FC,FC Goa,5.0,38.0,15.0,46.0,1,Not from Cross,1,0,0
Match 53,42:15,On Target,Daniel L'hlimpuia,Chennaiyin FC,FC Goa,6.0,38.0,18.0,43.0,1,Not from Cross,1,0,0
Match 53,45:55,On Target,Daniel L'hlimpuia,Chennaiyin FC,FC Goa,5.0,38.0,22.0,39.0,1,Not from Cross,1,0,0
Match 53,46:0,Off Target,Bernard Mendy,Chennaiyin FC,FC Goa,3.0,36.0,31.0,40.0,1,Not from Cross,1,0,0
Match 53,47:44,On Target,Gregory Arnolin,FC Goa,Chennaiyin FC,7.0,40.0,15.0,40.0,-1,Not from Cross,1,0,0
Match 53,62:23,On Target,Siam Hanghal,Chennaiyin FC,FC Goa,10.0,33.0,17.0,32.0,1,Not from Cross,1,0,0
Match 53,65:14,Off Target,Trindade Goncalves,FC Goa,Chennaiyin FC,5.0,30.0,18.0,40.0,-1,Not from Cross,1,0,0
Match 53,68:46,On Target,Sahil Tavora,FC Goa,Chennaiyin FC,6.0,38.0,9.0,37.0,-1,Not from Cross,1,0,0
Match 53,69:3,Goal,Sahil Tavora,FC Goa,Chennaiyin FC,4.0,38.0,9.0,39.0,0,Not from Cross,1,0,0
Match 53,76:7,Off Target,John Riise,Chennaiyin FC,FC Goa,5.0,30.0,24.0,41.0,0,Not from Cross,1,0,0
Match 53,76:28,On Target,Rafael Luiz,FC Goa,Chennaiyin FC,5.0,40.0,16.0,29.0,0,Not from Cross,1,0,0
Match 53,76:28,Goal,Rafael Luiz,FC Goa,Chennaiyin FC,5.0,41.0,16.0,29.0,1,Not from Cross,1,0,0
Match 53,82:42,On Target,Bernard Mendy,Chennaiyin FC,FC Goa,3.0,30.0,8.0,33.0,-1,Not from Cross,1,0,0
Match 53,84:10,Off Target,Rafael Luiz,FC Goa,Chennaiyin FC,3.0,34.0,15.0,43.0,1,Not from Cross,1,0,0
Match 53,88:11,On Target,John Riise,Chennaiyin FC,FC Goa,3.0,30.0,14.0,33.0,-1,Not from Cross,1,0,0
Match 53,89:57,Off Target,Daniel L'hlimpuia,Chennaiyin FC,FC Goa,0.0,30.0,26.0,33.0,0,Not from Cross,1,0,0
Match 53,94:0,On Target,Sahil Tavora,FC Goa,Chennaiyin FC,5.0,35.0,16.0,55.0,0,Not from Cross,1,0,0
Match 53,94:0,Goal,Sahil Tavora,FC Goa,Chennaiyin FC,5.0,35.0,16.0,55.0,1,Not from Cross,1,0,0
Match 53,95:0,On Target,Davide Succi,Chennaiyin FC,FC Goa,17.0,35.0,22.0,34.0,-1,Not from Cross,1,0,0
Match 54,5:28,On Target,Javier Grande,Atlético de Kolkata,FC Pune City,7.0,38.0,20.0,63.0,0,Not from Cross,1,0,0
Match 54,7:30,Off Target,Jewel Shaikh,Atlético de Kolkata,FC Pune City,5.0,31.0,25.0,28.0,0,Not from Cross,1,0,0
Match 54,12:42,Off Target,Ofentse Nato,Atlético de Kolkata,FC Pune City,5.0,44.0,26.0,26.0,0,Not from Cross,1,0,0
Match 54,17:56,On Target,Javier Grande,Atlético de Kolkata,FC Pune City,8.0,42.0,30.0,46.0,0,Not from Cross,1,0,0
Match 54,19:58,Off Target,Juan Belencoso,Atlético de Kolkata,FC Pune City,5.0,43.0,9.0,44.0,0,Directly from Cross,0,0,1
Match 54,22:23,Off Target,Juan Belencoso,Atlético de Kolkata,FC Pune City,5.0,44.0,11.0,42.0,0,Not from Cross,1,0,0
Match 54,24:59,On Target,Mohamed Sissoko,FC Pune City,Atlético de Kolkata,3.0,33.0,25.0,30.0,0,Not from Cross,1,0,0
Match 54,30:54,On Target,Keegan Pereira,Atlético de Kolkata,FC Pune City,7.0,40.0,27.0,45.0,0,Not from Cross,1,0,0
Match 54,32:41,Off Target,Anibal Rodriguez,FC Pune City,Atlético de Kolkata,2.0,38.0,18.0,16.0,0,Not from Cross,1,0,0
Match 54,34:57,Off Target,Momar Ndoye,FC Pune City,Atlético de Kolkata,2.0,27.0,21.0,18.0,0,Not from Cross,1,0,0
Match 54,44:46,Off Target,Jewel Shaikh,Atlético de Kolkata,FC Pune City,5.0,37.0,29.0,36.0,0,Not from Cross,1,0,0
